CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
2010,2010,CA,0,1,2,,0,,5,2,2,11,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,5,1,2,0,1,M
2011,2010,CA,0,1,2,,0,,2,0,1,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,4,3,5,1,1,,5,1,1,0,1,M
2012,2010,CA,0,1,2,,0,,5,0,0,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,,5,1,1,0,1,M
2013,2010,CA,0,1,2,,0,,3,5,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,4,4,1,1,1,,3,,,,,,,,,,,4,2,2,0,1,1
2014,2010,CA,1,1,2,,1,1,3,7,2,9,0,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,,1,1,1,1,,1,3,3,,3,1,1,4,,4,,,3,,,2,1,1,2,,3,1,4,1,1,1
2015,2010,CA,0,1,1,,0,,1,2,1,3,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,1,,1,5,1,1,1,M
2016,2010,CA,0,1,2,,0,,5,3,2,9,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,,0,0,,,0,,,,1,0,0,0,1,1,1,0,D,0,1,D,D,D,D,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,2,3,3,0,1,1
2017,2010,CA,0,1,2,,0,,3,2,1,2,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,1,1,5,0,1,M
2018,2010,CA,1,1,4,,0,,1,3,1,14,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,1,0,1,1,0,0,0,0,1,0,0,,,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,2,5,,5,1,1,1,,5,,,4,5,,4,1,1,1,,4,1,1,0,1,M
2019,2010,CA,0,1,5,,0,,4,1,1,3,0,0,0,0,0,0,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,1,M,,0,,,0,,,,1,0,0,0,1,1,0,1,D,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,3,1,2,3,1,1,,5,1,1,0,M,M
2020,2010,CA,0,1,4,,0,,6,2,2,6,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,D,D,1,1,,,,,,,,,,,,,,,,,,,,,3,4,4,3,1,1,,3,1,4,0,1,M
2021,2010,CA,0,1,2,,0,,2,2,1,5,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,2,4,4,0,1,M
2022,2010,CA,0,1,2,,0,,3,2,2,10,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,5,1,1,0,1,M
2023,2010,CA,0,1,2,,0,,3,1,0,3,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,5,1,1,0,1,M
2024,2010,CA,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,2,1,4,0,1,M
2025,2010,CA,0,1,4,,0,,5,4,2,6,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,1,,2,1,5,0,1,M
2026,2010,CA,1,1,2,,0,,5,3,2,16,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,,,0,,,,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,3,,,2,5,5,5,1,2,,2,4,4,0,1,1
2027,2010,CA,0,1,4,,0,,1,6,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,2,3,3,0,1,M
2028,2010,CA,1,1,4,,0,,5,6,2,14,0,1,0,1,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,,,0,,,,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,2,5,5,5,1,1,,2,5,1,0,1,M
2029,2010,CA,0,1,2,,0,,2,4,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,1,1,M
2030,2010,CA,0,1,2,,0,,6,4,2,12,0,0,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,5,5,1,1,3,,5,,,,,,,,,,,5,1,1,0,1,1
2031,2010,CA,0,1,2,,0,,5,6,2,16,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,,,,,,,,,,,3,2,1,1,1,,3,,,,1,1,1,1,1,1,,4,2,2,1,1,1
2032,2010,CA,0,1,2,,0,,3,1,1,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,0,0,0,,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,2,,,,,,,,,,,3,4,1,0,1,M
2033,2010,CA,0,1,2,,0,,2,3,1,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,3,3,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
2034,2010,CA,1,1,1,,0,,3,2,1,7,0,0,0,0,1,0,,,M,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,,0,0,,0,,,1,1,1,1,0,,,,,,0,M,0,0,1,0,0,0,0,1,,,,,,,,,1,4,1,4,1,1,1,,5,,,,,,,,,,,1,5,2,0,1,M
2035,2010,CA,0,1,2,,0,,2,3,1,7,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,2,2,3,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
2036,2010,CA,0,1,2,,0,,0,3,1,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,0,,,1,0,0,1,0,,,,,,1,0,D,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,2,,,,,,,,,,,2,1,5,0,1,M
2037,2010,CA,1,1,2,,0,,2,4,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,0,D,1,1,,,,,,,,,1,,3,3,1,1,1,,3,,,,,,,,,,,1,2,5,1,1,M
2038,2010,CA,0,1,2,,0,,1,1,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,5,5,1,1,1,,2,,,,,,,,,,,4,1,1,0,1,M
2039,2010,CA,1,1,1,,0,,5,3,2,13,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,,0,0,,,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,,,,,,,,,4,1,2,4,1,1,1,,2,2,,,1,1,1,1,1,1,,3,1,4,1,1,1
2040,2010,CA,1,1,1,,0,,4,2,2,12,0,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,2,4,,4,1,1,1,,4,,,1,,,1,1,1,1,,2,5,2,0,1,1
2041,2010,CA,0,1,1,,0,,3,2,2,5,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,2,4,1,0,1,M
2042,2010,CA,0,1,1,,0,,1,0,0,2,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,D,0,,,,,,,,,,,,,,,,,,,,,,5,4,1,1,1,,1,5,1,0,1,M
2043,2010,CA,0,1,2,,0,,6,2,2,12,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,4,3,4,1,1,,3,2,2,0,1,M
2044,2010,CA,1,1,2,,0,,2,2,2,9,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,2,,1,2,1,1,1,,1,,,,,,,,,,,2,3,3,1,1,M
2045,2010,CA,0,1,1,,0,,1,0,0,2,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,1,5,1,0,1,M
2046,2010,CA,0,1,2,,0,,3,0,1,7,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,5,1,1,0,M,M
2047,2010,CA,0,1,2,,0,,5,1,2,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,1,,2,5,2,0,1,M
2048,2010,CA,1,1,2,,0,,3,7,2,14,1,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,,,1,1,1,1,0,,,,,,1,1,D,0,1,0,0,0,0,1,,,,,,,,,5,5,4,5,1,1,1,,5,,,,,,,,,,,1,4,4,0,1,1
2049,2010,CA,1,1,2,,0,,3,2,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,0,1,M
2050,2010,CA,0,1,2,,0,,2,3,2,5,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,,1,,,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,3,3,1,1,,1,5,4,0,1,M
2051,2010,CA,1,1,2,,0,,2,3,2,12,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,D,D,D,D,D,,,,,,,,,3,,5,4,1,1,1,,5,,,,,,,,,,,2,1,4,0,1,M
2052,2010,CA,0,1,2,,0,,4,5,2,16,0,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,1,,,,,,,,,,,2,2,1,1,1,,2,,,,,,,,,,,4,1,4,0,1,M
2053,2010,CA,1,1,6,2,1,1,6,6,2,8,0,1,1,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,,,2,2,1,1,1,,1,5,1,0,1,1
2054,2010,CA,0,1,2,,0,,2,2,2,16,1,1,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,2,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
2055,2010,CA,0,1,2,,0,,4,4,2,12,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,3,3,1,1,1,,2,,,,,,,,,,,4,1,1,0,1,M
2056,2010,CA,1,1,2,,0,,4,5,2,13,0,1,1,1,1,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,1,3,,2,1,1,1,,3,,,1,2,1,1,1,1,1,,1,5,4,1,1,1
2057,2010,CA,0,1,2,,0,,4,7,2,17,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,1,,,,,,,,,,,2,2,1,1,1,,3,,,,,,,,,,,5,1,1,1,1,M
2058,2010,CA,0,1,2,,0,,5,2,2,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,4,4,1,1,1,,3,,,,,,,,,,,2,3,3,0,1,M
2059,2010,CA,0,1,2,,0,,4,5,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,4,4,1,1,1,,3,,,,,,,,,,,4,2,2,0,1,M
2060,2010,CA,0,1,2,,0,,0,1,0,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,1,3,3,1,1,1,,3,,,,,,,,,,,2,5,1,0,1,M
2061,2010,CA,1,1,2,,0,,2,5,1,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,1,D,1,1,1,,,,,,,,,4,4,,4,1,1,1,,4,,,,,,,,,,,1,5,4,0,1,M
2062,2010,CA,1,1,2,,0,,2,1,2,9,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,,,,,,,,,1,2,1,3,1,1,1,,2,,,1,1,1,1,1,1,1,,4,1,1,0,1,1
2063,2010,CA,0,1,4,,0,,1,2,0,2,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,2,5,1,0,1,M
2064,2010,CA,0,1,2,,0,,4,3,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,D,0,1,0,0,0,0,0,,,,,,,,,,3,4,4,1,1,1,,4,,,,,1,1,1,1,1,,5,1,1,1,1,M
2065,2010,CA,1,1,2,,0,,5,7,2,14,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,5,,2,2,5,5,1,1,1,,1,2,5,0,1,M
2066,2010,CA,1,1,1,,0,,1,7,1,4,0,0,0,1,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,1,1,0,0,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,,2,1,1,1,,3,,,,,,,,,,5,,5,5,5,5,5,1,3,,2,3,3,0,1,1
2067,2010,CA,1,1,2,,0,,2,2,1,3,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,0,1,1,,,,,,,,,3,,2,3,1,1,1,,1,,,,,,,,,,,1,5,1,0,1,M
2068,2010,CA,1,1,2,,0,,3,3,2,11,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,,4,4,1,1,1,,4,,,,,,,,,,,4,2,2,1,1,1
2069,2010,CA,1,1,2,,0,,5,5,1,4,0,0,1,1,1,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,4,,,,4,1,4,1,4,1,1,5,0,M,1
2070,2010,CA,0,1,2,,1,1,3,1,1,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4,3,3,1,1,,1,5,2,0,1,1
2071,2010,CA,1,1,2,,0,,2,6,2,7,0,1,0,1,1,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,5,,5,5,4,5,4,1,5,,2,4,4,0,M,M
2072,2010,CA,1,1,2,,1,1,5,2,1,5,0,1,0,1,1,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,3,,,5,4,5,1,1,4,,4,2,1,0,1,1
2073,2010,CA,1,1,1,,0,,3,7,1,5,0,1,0,1,1,0,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,1,1,1,D,0,1,,,,,,,,,,,,,,,,,,2,,2,2,3,3,3,1,2,,4,2,1,0,M,1
2074,2010,CA,1,1,2,,1,1,6,7,2,10,0,1,0,1,1,0,0,3,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,,,0,,,,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,5,,5,5,4,5,3,1,4,,4,2,1,0,1,1
2075,2010,CA,0,1,2,,0,,5,1,2,7,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,,1,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,3,1,3,4,1,1,,2,3,3,0,M,M
2076,2010,CA,1,1,2,,0,,4,6,2,15,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,5,5,1,1,1,,5,,,,,4,4,1,1,1,,4,1,2,1,1,1
2077,2010,CA,0,1,2,,0,,4,1,2,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,5,5,4,1,1,,3,2,2,0,1,M
2078,2010,CA,1,1,2,,0,,4,1,2,12,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,D,1,1,,,,,,,,,3,,5,5,1,1,1,,5,,,,,,,,,,,2,4,2,1,1,1
2079,2010,CA,1,1,2,,1,1,5,2,1,6,0,1,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,1,1,D,D,1,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,1,,2,4,4,0,1,1
2080,2010,CA,0,1,2,,0,,4,0,0,9,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,,2,3,3,0,1,M
2081,2010,CA,1,1,2,,0,,2,7,2,9,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,,,,,,,,,5,3,3,5,1,1,1,,5,,,,,,,,,,,3,1,4,0,1,M
2082,2010,CA,0,1,4,,0,,3,3,2,9,0,1,0,1,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,1,,4,2,2,0,1,M
