CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
2147,2012,CA,1,1,2,,0,,7,6,2,18,1,1,0,1,1,1,1,0,3,M,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,0,0,,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,5,1,4,1,5,1,5,5,1,1,4,4,1,1,1,1,5,1,1,1,1,5,3,1,1,1,1,1,1,5,0,1,1
2148,2012,CA,1,1,1,,0,,3,6,2,6,0,0,0,1,0,0,1,1,3,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,1,0,0,,,0,,,,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,4,2,1,1,1,2,1,3,1,3,1,1,5,0,1,1
2149,2012,CA,0,1,2,,0,,1,2,1,2,0,0,0,0,0,0,0,,,4,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,D,D,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,4,2,2,0,1,M
2150,2012,CA,0,1,6,2,0,,6,1,2,6,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,4,3,2,4,1,1,1,,1,5,1,0,M,M
2151,2012,CA,0,1,4,,0,,4,3,2,7,0,0,0,0,0,0,0,,,1,0,,1,1,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,0,M,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,1,1,,5,1,1,0,1,M
2152,2012,CA,0,1,4,,0,,7,1,2,10,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,4,1,1,0,1,M
2153,2012,CA,0,1,4,,0,,5,0,1,10,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,4,2,2,0,1,M
2154,2012,CA,0,1,4,,0,,4,2,1,3,0,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,3,0,1,M
2155,2012,CA,0,1,4,,0,,7,0,2,11,0,0,0,0,0,0,0,,,5,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,4,1,2,0,1,M
2156,2012,CA,1,1,2,,0,,1,4,2,10,0,0,0,0,1,0,0,,,M,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,0,1,1,0,1,0,0,0,1,1,D,,,,,,,,,2,3,2,4,1,1,3,,5,,,,,,,,,,,2,2,4,1,1,1
2157,2012,CA,0,1,4,,0,,5,2,2,14,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,2,3,3,0,1,M
2158,2012,CA,0,1,2,,0,,0,6,2,15,0,0,0,0,0,0,0,,,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,4,1,1,0,1,M
2159,2012,CA,0,1,2,,0,,1,2,1,2,0,0,0,0,0,0,0,,,4,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,D,D,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,4,2,2,0,1,M
2160,2012,CA,1,1,4,,0,,7,2,2,11,0,0,0,0,0,0,0,,,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,3,2,2,0,1,M
2161,2012,CA,0,1,2,,0,,3,2,1,8,0,0,M,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,5,1,0,M,M
2162,2012,CA,1,1,2,,0,,5,5,2,13,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,0,0,0,,,0,,,,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,,2,3,3,0,1,M
2163,2012,CA,1,1,1,,0,,3,4,2,7,0,0,0,1,0,0,1,1,3,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,1,0,D,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,4,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
2164,2012,CA,0,1,2,,0,,5,1,2,13,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,1,2,5,0,1,M
2165,2012,CA,0,1,4,,0,,3,0,1,3,0,0,0,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,1,3,0,1,M
2166,2012,CA,0,1,2,,0,,5,3,2,16,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,4,,,,,,,,,,,1,1,5,1,1,M
2167,2012,CA,0,1,2,,0,,4,3,2,11,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,,1,4,4,0,1,M
2168,2012,CA,0,1,2,,0,,5,3,2,11,0,0,0,1,1,0,1,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,3,4,1,1,5,0,1,1
2169,2012,CA,1,1,1,,0,,3,4,2,4,0,0,1,1,1,0,1,0,3,2,0,,1,1,1,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,0,1,0,D,1,D,,,,,,,,,,,,,,,,,,4,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
2170,2012,CA,1,1,1,,0,,3,5,2,4,0,0,1,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,5,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
2171,2012,CA,1,1,2,,0,,4,3,2,10,0,0,M,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,D,,,,,,,,,1,1,2,2,1,1,1,,2,1,1,1,1,2,2,1,1,1,,5,1,1,0,1,M
2172,2012,CA,0,1,2,,0,,4,2,2,7,0,0,0,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,3,5,4,5,5,1,1,,5,1,1,0,1,M
2173,2012,CA,0,1,1,,0,,1,0,0,2,0,0,M,0,0,0,0,,,M,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,1,5,1,0,1,M
2174,2012,CA,0,1,2,,0,,2,7,2,10,0,0,0,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,4,3,2,0,1,M
2175,2012,CA,0,1,2,,0,,6,3,2,13,0,0,0,0,0,0,0,,,2,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,4,1,1,0,1,M
2176,2012,CA,0,1,2,,0,,7,3,2,16,0,0,0,0,0,0,0,,,2,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,4,1,1,,4,2,2,0,1,1
2177,2012,CA,0,1,2,,0,,6,2,2,5,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,4,1,2,0,1,M
2178,2012,CA,0,1,2,,0,,2,0,1,3,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,1,,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,4,1,1,,5,1,1,0,1,M
2179,2012,CA,0,1,2,,0,,5,0,1,5,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,4,1,1,,2,1,4,0,1,M
2180,2012,CA,0,1,2,,0,,3,5,2,10,0,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,1,1,1,1,1,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,D,,,,,,,,,1,1,4,4,1,1,1,,3,,,,,,,,,,,2,4,2,0,1,1
2181,2012,CA,1,1,2,,1,1,4,7,2,14,0,1,0,0,1,1,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,,0,0,0,,,,0,0,,,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,1,4,1,3,1,1,5,,3,2,1,3,1,1,2,1,1,1,,4,1,2,1,1,1
2182,2012,CA,0,1,2,,0,,1,2,2,3,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,5,1,0,1,M
2183,2012,CA,0,1,2,,0,,5,2,2,7,0,0,0,0,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,D,0,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,1,1,0,1,1
2184,2012,CA,1,1,4,,0,,5,3,1,13,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,3,1,1,2,1,1,1,,5,1,1,5,1,2,4,1,1,1,,1,2,5,0,1,M
2185,2012,CA,0,1,4,,0,,6,0,1,9,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,0,0,,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
2186,2012,CA,0,1,5,,0,,5,1,1,6,0,0,0,0,0,0,0,,,1,M,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,3,1,1,,5,1,1,0,M,M
2187,2012,CA,0,1,4,,0,,7,4,2,11,0,0,0,0,0,0,0,,,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,1,D,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,2,1,1,,3,1,4,0,1,M
2188,2012,CA,0,1,2,,0,,2,2,1,5,0,0,0,0,0,0,0,,,M,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,1,4,0,1,M
2189,2012,CA,0,1,2,,0,,3,1,0,4,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,1,5,2,0,1,M
2190,2012,CA,0,1,2,,0,,4,1,2,10,0,0,M,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,,3,2,2,0,1,M
2191,2012,CA,0,1,4,,0,,5,2,2,7,0,0,0,0,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,2,2,5,0,1,M
2192,2012,CA,1,1,2,,0,,5,3,2,16,0,1,1,0,1,1,0,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,2,1,1,2,5,5,5,1,2,,3,2,2,0,1,1
2193,2012,CA,0,1,4,,0,,1,5,2,9,0,0,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,D,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,2,4,2,0,1,M
2194,2012,CA,1,1,4,,0,,6,5,2,12,0,1,0,0,1,0,0,,,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,,,0,,,,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,4,1,1,3,5,5,5,1,3,,2,5,1,0,1,M
2195,2012,CA,0,1,2,,0,,2,4,2,10,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,0,0,,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,1,1,M
2196,2012,CA,0,1,2,,0,,4,4,2,8,0,0,0,1,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,1,1,,0,1,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,0,M,M
2197,2012,CA,0,1,2,,0,,4,5,2,16,0,0,0,0,0,0,0,,,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,,,,,,,,,1,1,3,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,,4,2,2,0,1,1
2198,2012,CA,0,1,2,,0,,4,2,1,7,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,2,5,1,0,1,M
2199,2012,CA,0,1,2,,0,,2,3,1,12,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,D,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,1,1,5,0,1,M
2200,2012,CA,1,1,1,,0,,3,2,2,7,0,0,0,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,4,4,2,5,1,1,4,,5,,,,,,,,,,,2,5,2,0,1,M
2201,2012,CA,0,1,2,,0,,4,4,1,15,0,0,0,0,1,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,1,1,1,,1,1,1,1,0,,,1,0,1,0,0,,,,,,0,1,D,0,1,0,0,0,0,0,0,,,,,,,,,1,4,1,3,1,1,1,,3,,,,,,,,,,,5,1,1,0,M,1
2202,2012,CA,0,1,2,,0,,0,3,1,5,0,0,M,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,0,,0,0,0,0,,0,,,1,0,0,1,0,,,,,,1,0,D,0,1,0,0,0,0,0,D,,,,,,,,,1,1,2,2,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
2203,2012,CA,1,1,2,,0,,2,4,2,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,0,D,1,1,D,,,,,,,,,1,4,1,3,1,1,1,,3,,,,,,,,,,,1,4,4,1,1,M
2204,2012,CA,0,1,2,,0,,2,3,2,6,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,4,1,1,0,1,1
2205,2012,CA,0,1,2,,0,,5,7,1,14,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,1,2,4,4,1,1,1,,4,,,,,,,,,,,4,2,2,0,1,M
2206,2012,CA,1,1,1,,0,,5,2,2,12,0,0,0,0,1,1,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,D,0,1,D,,,,,,,,,2,4,1,4,1,1,4,,4,1,1,1,1,1,1,1,1,1,,3,4,2,0,1,1
2207,2012,CA,0,1,2,,0,,5,2,2,13,1,0,0,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,1
