CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,OTHER_SRVC,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC126,SRVC127,SRVC128,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIVIVNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCVIVNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPVIVNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
1519,2013,CA,1,0,2,,0,,1,3,1,5,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,1,0,0,0,0,1,0,1,0,1,0,0,0,D,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,1,M,M
1520,2013,CA,0,1,2,,0,,4,3,2,7,0,0,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,3,3,1,1,1,1,,5,,,,,,,,,,,,4,1,2,0,1,M
1521,2013,CA,0,1,2,,0,,5,1,2,12,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,1,0,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,1,1,1,1,,4,1,2,0,M,M
1522,2013,CA,0,1,2,,0,,6,5,2,17,1,0,0,1,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,2,3,3,0,1,1
1523,2013,CA,1,1,1,,0,,3,3,2,12,0,0,0,0,1,0,0,1,1,3,2,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
1524,2013,CA,1,1,1,,1,2,7,6,2,14,0,2,1,1,0,1,1,0,,,5,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,1,1,1,1,0,0,1,1,1,0,0,D,0,1,0,0,0,0,1,D,,,,,,,,,,5,4,5,5,1,1,5,5,,3,1,1,2,5,2,4,1,1,1,1,,2,4,4,0,1,M
1525,2013,CA,0,1,2,,0,,5,2,1,7,0,2,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,1,1,5,5,5,1,1,1,,1,1,1,1,5,1,4,5,1,1,1,,4,2,2,0,1,M
1526,2013,CA,1,1,1,,0,,6,2,2,8,0,1,0,0,0,1,1,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,M,M,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,1,,2,1,4,0,1,1
1527,2013,CA,0,1,1,,0,,5,2,2,6,0,3,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,1,1,1,1,1,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,2,5,1,3,1,1,1,1,,4,1,2,0,1,M
1528,2013,CA,0,1,2,,0,,3,1,1,7,0,0,0,0,0,0,0,0,,,M,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,D,D,D,D,0,D,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,4,1,2,0,1,M
1529,2013,CA,1,1,1,,0,,6,6,2,8,0,0,0,0,1,1,1,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,0,1,1,1,1,0,0,0,1,D,D,D,D,1,D,,,,,,,,,,2,1,1,2,1,1,3,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,5,0,1,M
1530,2013,CA,0,1,2,,0,,3,0,2,5,0,0,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,D,D,D,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,1,1,1,,2,3,3,0,1,M
1531,2013,CA,0,1,1,,0,,7,1,2,13,0,3,1,0,0,1,1,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,0,1,1,0,,,,,,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,1,1,1,1,,5,1,1,0,M,M
1532,2013,CA,0,1,1,,0,,7,6,2,10,0,2,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,,,,,,5,1,1,0,M,M
1533,2013,CA,0,1,2,,0,,5,2,2,14,0,3,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,1,1,5,5,1,1,1,1,,5,,,,,,,,,,,,4,1,1,0,M,M
1534,2013,CA,1,1,1,,0,,2,2,2,8,0,3,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,0,0,0,0,1,D,D,D,D,1,D,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,2,2,4,0,1,M
1535,2013,CA,1,1,1,,0,,6,7,2,15,0,0,1,1,0,1,1,0,1,3,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,1,1,1,0,,,,,,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,1,5,4,1,1,M
1536,2013,CA,1,1,1,,0,,5,2,2,9,0,0,0,0,0,1,1,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2,3,3,1,M,M
1537,2013,CA,0,1,2,,0,,3,2,1,12,0,0,0,0,0,0,0,0,,,M,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,1,1,1,1,,5,1,1,0,1,M
1538,2013,CA,0,1,2,,0,,6,2,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,D,1,D,,,,,,,,,,1,1,3,3,4,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,,2,1,5,0,1,1
1539,2013,CA,0,1,4,,0,,1,3,2,6,0,0,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,1,0,1,D,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,5,1,1,0,1,M
1540,2013,CA,0,1,5,,0,,6,2,2,15,0,0,0,0,0,0,0,0,,,1,0,,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,,,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,2,1,2,1,1,1,1,,4,1,1,0,M,M
1541,2013,CA,0,1,1,,0,,2,2,2,6,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,D,1,0,,,,,,,,,,1,1,1,1,1,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,,4,1,2,0,1,1
1542,2013,CA,0,1,2,,0,,6,6,2,14,0,0,0,0,0,0,0,0,,,4,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,1,1,1,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,,1,1,4,4,1,1,1,1,,4,,,,,,,,,,,,1,1,5,0,1,M
1543,2013,CA,0,1,2,,0,,4,1,2,10,0,0,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,2,1,1,1,,5,1,1,0,1,1
1544,2013,CA,1,1,1,,0,,3,2,2,7,0,0,0,0,0,1,1,0,,,M,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,1,4,1,3,1,1,1,1,,4,,,,,,,,,,,,1,4,5,0,1,1
1545,2013,CA,0,1,1,,0,,1,1,1,5,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,2,1,5,0,M,M
1546,2013,CA,1,1,1,,0,,3,6,2,6,0,0,0,0,1,0,0,1,1,3,1,0,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,2,1,3,1,1,3,1,1,5,0,1,1
1547,2013,CA,0,1,1,,0,,5,7,2,5,0,0,0,0,1,0,0,1,1,1,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,1,5,1,1,5,0,1,1
1548,2013,CA,0,1,2,,0,,6,2,2,14,0,0,0,0,0,0,0,0,,,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,,1,1,1,1,1,0,0,0,0,1,1,1,0,,,1,0,0,1,1,0,0,0,1,1,1,1,D,0,1,0,0,D,D,1,D,,,,,,,,,,1,1,2,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,,3,3,3,0,1,M
1549,2013,CA,0,1,2,,0,,6,0,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,M,M,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,1,4,0,1,M
1550,2013,CA,1,1,2,,0,,2,7,2,12,0,0,0,0,1,0,0,1,1,3,4,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,1,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,1,1,1,0,1,1,1,0,D,0,1,1,0,0,D,0,D,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,2,1,2,1,1,2,1,1,5,0,1,1
1551,2013,CA,0,1,2,,0,,1,2,2,3,0,0,0,0,0,0,0,0,,,5,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
1552,2013,CA,1,1,1,,0,,3,4,2,8,0,0,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,1,0,D,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,1,2,1,1,5,0,1,1
1553,2013,CA,0,1,2,,0,,4,2,1,2,0,0,0,0,0,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,2,2,4,0,1,M
1554,2013,CA,0,1,2,,0,,3,2,1,7,0,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,1,1,2,1,1,1,1,1,,1,,,,,,,,,,,,4,1,2,0,1,M
1555,2013,CA,0,1,4,,0,,4,3,2,9,0,0,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,2,1,1,1,,3,2,2,0,1,M
1556,2013,CA,0,1,1,,0,,7,2,2,5,0,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,3,2,2,0,M,M
1557,2013,CA,1,1,2,,0,,4,5,2,12,0,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,4,2,4,5,1,1,1,1,,4,,,,,,,,,,,,4,2,1,1,1,M
1558,2013,CA,0,1,2,,0,,3,4,2,15,1,0,0,0,0,0,0,0,,,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,1,1,0,0,1,1,1,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,1,1,5,5,1,1,1,1,,5,1,1,1,5,5,5,1,1,1,1,,5,1,1,1,1,1
1559,2013,CA,1,1,1,,0,,4,2,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,2,1,1,4,1,3,2,1,1,1,,4,1,1,0,1,1
1560,2013,CA,1,1,2,,0,,3,4,2,14,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,1,1,0,1,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,1,1,3,2,1,1,1,1,,2,,,,,,,,,,,,5,1,1,0,1,M
1561,2013,CA,0,1,5,,0,,7,7,2,9,0,2,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,1,,5,1,1,0,1,M
1562,2013,CA,0,1,2,,0,,5,2,2,4,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,3,1,1,1,,5,1,1,0,1,M
1563,2013,CA,0,1,5,,0,,7,7,2,17,0,2,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,1,,4,2,1,0,M,M
1564,2013,CA,0,1,5,,0,,7,6,2,17,0,0,0,0,1,1,0,0,0,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,5,1,1,0,1,M
1565,2013,CA,0,1,6,3,0,,5,1,2,11,0,1,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,4,2,2,0,1,M
1566,2013,CA,0,1,2,,0,,4,2,2,11,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,1,,3,4,1,0,M,M
1567,2013,CA,0,1,5,,0,,7,6,2,15,0,3,1,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,5,1,1,0,1,M
1568,2013,CA,0,1,5,,0,,7,6,2,14,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,1,,5,1,1,0,M,M
1569,2013,CA,0,1,5,,0,,7,6,2,12,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,1,,4,1,2,0,M,M
1570,2013,CA,0,1,5,D,0,,6,0,1,8,0,1,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,D,1,1,1,1,1,0,0,1,0,,,0,,,,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,4,1,3,0,1,1
1571,2013,CA,0,1,1,,0,,1,0,0,2,0,0,0,0,0,0,0,0,,,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,5,1,1,0,1,M
1572,2013,CA,1,1,2,,1,1,5,7,2,12,0,0,1,1,1,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,,,,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,D,5,3,4,1,1,5,1,,4,,,,,,,,,,,2,1,3,3,1,3,1,1,2,1,,2,4,2,0,1,M
1573,2013,CA,1,1,2,,1,2,4,2,2,6,0,0,0,0,1,1,0,1,0,2,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,D,2,1,2,1,1,1,1,1,1,,,,,,,,,,,1,1,1,3,1,1,1,1,1,1,1,2,2,4,0,1,1
1574,2013,CA,0,1,4,,0,,7,2,2,16,0,0,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,3,1,1,1,,4,1,4,0,1,M
1575,2013,CA,1,1,4,,0,,3,4,2,11,0,0,0,0,1,0,0,1,1,3,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
1576,2013,CA,0,1,2,,0,,5,2,2,13,0,0,0,0,0,0,0,0,,,5,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,1,5,0,1,M
1577,2013,CA,0,1,2,,0,,3,2,2,15,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,1,1,1,0,0,1,1,1,1,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,5,5,1,1,1,1,,5,,,,,,,,,,,,3,1,4,0,1,M
1578,2013,CA,0,1,2,,0,,7,3,2,10,0,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,5,2,1,0,1,M
1579,2013,CA,0,1,2,,0,,6,4,2,15,0,0,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,2,2,4,0,1,M
1580,2013,CA,1,1,1,,0,,6,2,2,13,0,0,0,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,D,D,1,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,0,1,M
1581,2013,CA,0,1,2,,0,,1,1,2,2,0,0,0,0,0,0,0,0,,,M,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,0,1,M
