CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
69,2011,AK,0,1,2,,0,,4,3,2,15,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,1,1,1,,2,5,1,0,1,1
70,2011,AK,0,1,5,,1,3,2,2,2,13,0,1,0,0,0,0,0,,,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,,,,,,,,,1,3,1,2,1,1,1,,2,1,1,1,1,2,2,1,1,1,,4,2,1,0,1,1
71,2011,AK,0,1,4,,0,,7,0,2,14,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,5,1,1,0,1,M
72,2011,AK,1,1,2,,0,,2,3,2,15,0,0,M,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,1,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,,,,,,,,4,1,2,3,1,1,1,,1,,,,,,,,,,,1,5,3,0,1,1
73,2011,AK,0,1,2,,0,,4,1,2,9,0,0,M,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,5,1,1,,5,1,1,0,1,1
74,2011,AK,0,1,2,,0,,6,2,2,10,0,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,2,4,1,1,M
75,2011,AK,1,1,5,,0,,2,6,1,11,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,1,1,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,3,4,1,0,M,M
76,2011,AK,0,1,2,,0,,6,6,2,13,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,1,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,,,,,,,,1,1,4,3,1,1,1,,3,,,,,,,,,,,2,5,2,0,1,1
77,2011,AL,0,1,2,,0,,3,0,2,4,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
78,2011,AL,0,1,2,,0,,5,1,2,10,0,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,3,5,4,5,5,1,1,,1,2,5,0,1,1
79,2011,AL,1,1,2,,1,1,6,7,2,10,0,1,0,0,1,1,0,0,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,0,,,,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,3,3,1,1,3,,2,,,,,,,,,,2,1,4,1,4,4,1,1,1,,5,1,1,0,1,1
80,2011,AL,0,1,3,,0,,2,2,1,4,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,D,1,D,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,1,1,1,,4,1,3,0,1,M
81,2011,AL,0,1,1,,0,,5,3,1,8,0,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
82,2011,AL,1,1,1,,0,,4,3,2,7,1,0,0,0,1,1,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,0,0,1,D,D,1,1,1,D,,,,,,,,,4,5,1,5,3,1,5,,5,,,,,,,,,,,5,1,2,0,1,1
83,2011,AL,0,1,6,1,1,1,6,6,2,9,0,1,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,4,2,0,M,1
84,2011,AL,0,1,2,,0,,5,3,2,11,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,1,0,0,,,1,0,1,1,0,,,,,,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,1,1,3,2,3,1,1,,2,,,,,,,,,,,4,2,2,0,1,M
85,2011,AL,0,1,2,,0,,5,1,2,8,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,4,1,1,,4,2,2,0,1,M
86,2011,AL,0,1,2,,0,,5,1,2,6,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,5,1,1,,5,1,1,0,1,M
87,2011,AL,0,1,2,,0,,5,2,2,7,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,1,1,1,,2,4,4,0,1,M
88,2011,AL,0,1,2,,0,,4,3,2,2,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,D,1,D,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,1,1,1,,2,3,4,0,1,M
89,2011,AL,0,1,1,,1,2,3,0,1,2,0,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,1
90,2011,AL,0,1,2,,0,,2,1,1,10,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,1,3,1,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
91,2011,AL,0,1,1,,0,,1,2,2,2,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
92,2011,AL,0,1,1,,0,,3,2,2,4,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,2,1,1,,2,4,4,0,1,1
93,2011,AL,0,1,2,,0,,5,1,2,7,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,5,1,1,,2,1,4,0,1,M
94,2011,AL,0,1,2,,0,,4,2,2,11,0,0,1,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,2,3,3,0,1,M
95,2011,AL,0,1,2,,0,,5,2,2,6,0,1,1,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,M
96,2011,AL,0,1,2,,0,,4,2,2,6,0,0,1,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,3,3,0,1,M
97,2011,AL,0,1,1,,0,,1,3,2,5,0,0,0,1,0,0,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,2,1,1,5,0,1,1
98,2011,AL,0,1,1,,0,,3,2,2,7,0,0,0,1,0,0,1,1,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
99,2011,AL,1,1,1,,0,,3,7,2,8,0,0,0,1,0,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
100,2011,AL,1,1,1,,0,,3,3,2,10,0,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
101,2011,AL,1,1,1,,1,2,7,3,2,7,0,1,1,0,1,1,0,0,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,0,0,0,0,,,0,,,,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,5,1,3,1,5,1,1,5,,2,3,4,0,1,1
102,2011,AL,1,1,2,,1,2,3,4,2,12,0,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,1,1,0,1,1,1,1,1,0,0,1,1,0,D,1,1,D,1,1,1,1,1,1,,1,,,,,,,,,,1,1,2,1,1,1,1,1,1,,3,4,2,0,1,1
103,2011,AL,0,1,2,,0,,3,3,2,17,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,4,2,2,0,1,M
104,2011,AL,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,3,1,1,,3,2,2,0,1,1
105,2011,AL,0,1,2,,0,,5,2,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,1,1,1,,3,3,3,0,1,M
106,2011,AL,0,1,2,,0,,2,2,2,2,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,4,1,1,,1,3,5,0,1,M
107,2011,AL,0,1,1,,0,,2,2,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,3,1,1,,4,1,1,0,1,1
108,2011,AL,0,1,1,,0,,4,2,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,M,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,2,1,1,,5,1,1,0,1,1
109,2011,AL,0,1,2,,0,,3,3,1,8,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,1,3,3,4,1,1,1,,4,,,,,,,,,,,2,1,5,0,1,M
110,2011,AL,0,1,1,,0,,4,3,1,4,0,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
111,2011,AL,0,1,2,,0,,6,1,2,11,0,1,1,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,1,1,1,1,1,,2,5,2,0,1,M
112,2011,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,3,1,1,1,,2,4,4,0,1,M
113,2011,AL,0,1,2,,0,,2,1,2,4,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,,4,1,3,0,1,M
114,2011,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
115,2011,AL,0,1,2,,0,,5,1,2,4,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,4,2,1,0,1,M
116,2011,AL,0,1,2,,0,,5,2,2,8,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,5,1,1,0,1,M
117,2011,AL,0,1,6,1,1,1,6,7,2,9,0,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,1,0,0,,,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,1,4,4,5,1,1,1,,1,1,1,1,4,1,3,1,1,1,,5,1,1,0,M,1
118,2011,AL,0,1,2,,0,,4,5,1,5,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,3,2,2,0,1,1
119,2011,AL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,1,1,1,,2,3,3,0,1,M
120,2011,AL,0,1,1,,0,,6,7,2,14,0,1,0,1,1,1,1,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,1,0,1,0,0,0,0,1,0,1,0,D,1,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
121,2011,AL,0,1,2,,0,,2,2,2,6,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,5,4,1,1,1,,4,,,,,,,,,,,4,1,2,1,1,M
122,2011,AL,0,1,2,,0,,6,7,2,14,0,0,1,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,5,1,1,0,1,1
123,2011,AL,0,1,1,,0,,3,2,2,3,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,5,1,1,0,1,1
124,2011,AL,0,1,2,,0,,2,1,1,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,D,D,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,5,1,1,,4,1,2,0,1,M
125,2011,AL,1,1,1,,0,,3,3,2,10,0,0,0,1,1,0,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
126,2011,AL,0,1,1,,1,1,5,2,2,3,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,,2,4,4,0,M,1
127,2011,AL,1,1,1,,0,,3,3,2,11,0,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,M,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,2,1,3,1,3,1,1,5,0,1,1
128,2011,AL,0,1,1,,0,,4,2,2,2,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,1,1,1,,1,1,5,0,1,M
129,2011,AL,0,1,2,,0,,2,3,1,12,0,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,0,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,3,1,2,1,1,1,,2,,,,,,,,,,,2,2,4,0,1,M
130,2011,AL,1,1,1,,0,,3,2,2,10,0,0,0,1,1,0,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
131,2011,AL,0,1,2,,0,,1,1,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,5,1,1,1,1,M
132,2011,AL,1,1,1,,0,,3,3,2,10,0,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
133,2011,AL,1,1,1,,0,,3,3,2,10,0,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
134,2011,AL,0,1,2,,0,,4,2,2,14,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,1,1,4,3,1,1,1,,3,1,1,3,4,1,3,1,1,1,,5,1,1,0,1,M
135,2011,AL,0,1,2,,0,,3,1,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,5,1,1,1,,1,3,5,0,1,M
136,2011,AL,0,1,1,,0,,4,6,2,4,0,0,0,1,0,0,1,1,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,2,1,3,1,3,1,1,5,0,1,1
137,2011,AL,0,1,1,,0,,3,6,2,12,0,0,0,1,0,0,1,1,3,0,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1
138,2011,AL,0,1,2,,0,,7,2,2,16,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,5,1,2,1,1,M
139,2011,AL,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,2,1,4,0,1,M
140,2011,AL,0,1,2,,0,,5,2,2,7,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,4,1,1,,1,1,5,0,1,M
141,2011,AL,0,1,2,,0,,5,2,2,6,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,4,1,1,,2,1,4,0,1,M
